equity,depression,health,class,weight_jin,family_status,class_10_after,inc_exp,floor_area,inc_ability,family_m,family_income,public_service_7,birth,social_neighbor,neighbor_familiarity,view,public_service_6,public_service_3,leisure_8,income,height_cm,public_service_4,house,relax,media_3,leisure_9,public_service_1,status_3_before,public_service_2,s_income,class_14,edu,media_4,f_work_14,public_service_9,status_peer,public_service_8,class_10_before,trust_2,public_service_5,trust_1,gender,s_edu,leisure_1,m_birth,leisure_6,social_friend,marital,socialize,trust_9,trust_5,m_work_14,trust_6,trust_13,nationality
3,4,4.0,5,100,3.0,5.0,500000.0,130.0,3.0,4.0,220000.0,75.0,40,7.0,3.0,3.0,65.0,85.0,4.0,200000.0,153,80.0,2.0,5.0,3.0,4.0,90.0,2.0,85.0,31069.0,1.0,4.0,5.0,2.0,65.0,2.0,75.0,2.0,3.0,75.0,4.0,2,4.0,1.0,1944.0,4.0,6.0,3,2.0,5.0,5.0,2.0,4.0,2.0,1.0
2,4,4.0,4,98,3.0,5.0,100000.0,50.0,3.0,2.0,80000.0,50.0,60,7.0,3.0,3.0,50.0,50.0,3.0,36000.0,155,50.0,1.0,4.0,3.0,3.0,60.0,1.0,50.0,44000.0,3.0,4.0,5.0,1.0,60.0,2.0,60.0,6.0,3.0,50.0,3.0,2,7.0,1.0,1921.0,3.0,5.0,3,2.0,3.0,4.0,15.0,4.0,2.0,1.0
3,3,3.0,6,90,2.0,8.0,4000.0,85.0,2.0,2.0,50000.0,60.0,60,6.0,4.0,3.0,60.0,70.0,5.0,20000.0,154,70.0,1.0,4.0,1.0,1.0,60.0,2.0,70.0,31069.0,5.0,4.0,4.0,1.0,80.0,3.0,70.0,6.0,3.0,70.0,4.0,2,5.0,1.0,1954.0,4.0,4.0,7,4.0,3.0,4.0,1.0,3.0,1.0,1.0
4,5,4.0,7,116,3.0,8.0,48000.0,60.0,2.0,2.0,72000.0,70.0,50,2.0,3.0,4.0,80.0,80.0,5.0,36000.0,152,80.0,2.0,3.0,3.0,5.0,80.0,1.0,80.0,36000.0,5.0,4.0,4.0,1.0,80.0,2.0,80.0,6.0,3.0,80.0,4.0,2,4.0,1.0,1940.0,4.0,7.0,3,3.0,3.0,4.0,1.0,4.0,1.0,1.0
4,4,5.0,1,136,2.0,2.0,30000.0,150.0,2.0,5.0,30000.0,10.0,50,2.0,4.0,4.0,60.0,20.0,4.0,20000.0,175,60.0,1.0,2.0,1.0,4.0,60.0,2.0,60.0,0.0,1.0,4.0,3.0,2.0,10.0,2.0,10.0,1.0,4.0,20.0,4.0,1,4.0,2.0,1944.0,4.0,6.0,3,2.0,3.0,5.0,2.0,3.0,3.0,1.0
4,3,2.0,2,100,3.0,3.0,5000.0,40.0,2.0,5.0,20000.0,70.0,60,2.0,4.0,3.0,90.0,60.0,5.0,2000.0,163,90.0,1.0,4.0,3.0,5.0,90.0,2.0,90.0,2000.0,2.0,3.0,4.0,2.0,90.0,2.0,90.0,1.0,4.0,90.0,4.0,1,3.0,1.0,1928.0,5.0,2.0,3,4.0,2.0,3.0,2.0,4.0,2.0,1.0
2,4,5.0,5,110,3.0,6.0,60000.0,92.0,2.0,3.0,70000.0,85.0,30,3.0,4.0,3.0,60.0,75.0,3.0,36000.0,168,40.0,1.0,2.0,2.0,2.0,40.0,1.0,80.0,40000.0,4.0,10.0,4.0,3.0,95.0,2.0,90.0,3.0,2.0,50.0,3.0,2,12.0,1.0,1947.0,2.0,2.0,3,3.0,2.0,3.0,2.0,3.0,1.0,1.0
1,5,4.0,5,130,3.0,8.0,40000.0,200.0,3.0,3.0,100000.0,90.0,40,3.0,3.0,4.0,90.0,90.0,5.0,13000.0,160,90.0,1.0,3.0,1.0,2.0,90.0,2.0,90.0,50000.0,2.0,4.0,4.0,2.0,90.0,2.0,90.0,2.0,3.0,90.0,3.0,2,6.0,2.0,1944.0,3.0,3.0,3,3.0,3.0,3.0,2.0,3.0,3.0,1.0
4,5,5.0,2,110,2.0,4.0,100000.0,127.0,2.0,3.0,100000.0,69.0,40,2.0,4.0,3.0,40.0,40.0,2.0,25000.0,160,40.0,2.0,3.0,1.0,2.0,50.0,1.0,40.0,75000.0,1.0,10.0,3.0,1.0,60.0,2.0,60.0,2.0,5.0,60.0,5.0,2,6.0,2.0,1942.0,4.0,2.0,3,3.0,5.0,5.0,1.0,5.0,2.0,1.0
1,3,4.0,4,112,2.0,6.0,20000.0,14.0,2.0,4.0,15000.0,70.0,30,6.0,3.0,4.0,60.0,60.0,5.0,10000.0,155,90.0,0.0,2.0,1.0,5.0,80.0,1.0,80.0,5000.0,3.0,3.0,1.0,2.0,80.0,2.0,80.0,3.0,4.0,90.0,5.0,2,3.0,5.0,1935.0,4.0,7.0,3,3.0,5.0,4.0,2.0,4.0,1.0,1.0
4,3,4.0,4,130,3.0,5.0,20000.0,60.0,2.0,3.0,12000.0,80.0,50,1.0,5.0,3.0,80.0,80.0,5.0,400.0,160,80.0,1.0,3.0,1.0,1.0,80.0,2.0,80.0,15000.0,1.0,3.0,1.0,2.0,80.0,2.0,80.0,5.0,4.0,80.0,4.0,2,6.0,5.0,1935.0,4.0,5.0,3,4.0,4.0,4.0,2.0,4.0,2.0,1.0
2,5,3.0,2,85,2.0,3.0,268194.0,80.0,2.0,4.0,2000.0,90.0,50,1.0,5.0,3.0,85.0,90.0,5.0,35405.0,156,75.0,1.0,2.0,1.0,5.0,90.0,2.0,85.0,31069.0,1.0,1.0,5.0,2.0,75.0,3.0,90.0,1.0,5.0,70.0,5.0,2,5.0,1.0,1944.0,4.0,5.0,7,4.0,4.0,5.0,2.0,4.0,3.0,1.0
4,4,4.0,5,85,3.0,6.0,30000.0,160.0,2.0,4.0,80000.0,80.0,60,2.0,3.0,4.0,90.0,90.0,2.0,0.0,154,90.0,1.0,4.0,3.0,1.0,90.0,1.0,80.0,31069.0,2.0,3.0,4.0,2.0,90.0,2.0,90.0,3.0,4.0,90.0,5.0,2,5.0,2.0,1933.0,4.0,2.0,7,4.0,3.0,3.0,2.0,3.0,3.0,1.0
4,4,4.0,5,80,3.0,5.0,40000.0,85.0,2.0,7.0,37000.0,80.0,50,5.0,4.0,4.0,80.0,75.0,3.0,20000.0,160,70.0,2.0,3.0,3.0,3.0,80.0,2.0,80.0,10000.0,5.0,3.0,4.0,2.0,70.0,2.0,70.0,4.0,4.0,50.0,4.0,1,1.0,1.0,1944.0,3.0,5.0,3,2.0,2.0,4.0,2.0,3.0,2.0,8.0
4,5,4.0,6,150,3.0,7.0,268194.0,100.0,2.0,3.0,60000.0,80.0,40,5.0,3.0,4.0,70.0,70.0,5.0,40000.0,165,50.0,1.0,4.0,4.0,5.0,50.0,1.0,60.0,20000.0,5.0,12.0,3.0,2.0,40.0,2.0,30.0,5.0,4.0,70.0,4.0,1,12.0,1.0,1965.0,3.0,3.0,3,2.0,4.0,5.0,2.0,5.0,1.0,1.0
4,4,5.0,6,125,4.0,6.0,268194.0,90.0,2.0,2.0,60000.0,80.0,80,2.0,5.0,5.0,80.0,70.0,4.0,35000.0,168,69.0,1.0,4.0,3.0,2.0,80.0,2.0,80.0,25000.0,5.0,4.0,5.0,2.0,70.0,2.0,69.0,5.0,5.0,70.0,5.0,1,3.0,4.0,1944.0,5.0,4.0,3,2.0,4.0,5.0,4.0,5.0,3.0,1.0
4,5,4.0,8,130,4.0,8.0,50000.0,60.0,2.0,2.0,60000.0,70.0,60,3.0,4.0,3.0,70.0,90.0,4.0,0.0,170,70.0,1.0,4.0,1.0,4.0,80.0,2.0,70.0,30000.0,6.0,4.0,4.0,2.0,50.0,1.0,60.0,6.0,3.0,70.0,4.0,1,3.0,1.0,1944.0,4.0,4.0,3,1.0,3.0,4.0,2.0,4.0,2.0,1.0
4,5,4.0,5,140,3.0,6.0,100000.0,120.0,2.0,4.0,60000.0,60.0,40,7.0,3.0,4.0,80.0,80.0,4.0,45000.0,170,80.0,1.0,1.0,2.0,2.0,70.0,1.0,70.0,15000.0,2.0,5.0,4.0,2.0,80.0,2.0,80.0,3.0,2.0,60.0,3.0,1,8.0,2.0,1944.0,4.0,1.0,3,4.0,2.0,4.0,2.0,3.0,3.0,1.0
4,4,3.0,7,100,3.0,7.0,268194.0,60.0,2.0,3.0,50000.0,70.0,60,3.0,4.0,3.0,70.0,70.0,5.0,25000.0,158,70.0,1.0,2.0,2.0,5.0,70.0,2.0,70.0,31069.0,5.0,3.0,4.0,1.0,70.0,2.0,70.0,6.0,4.0,70.0,4.0,2,5.0,1.0,1944.0,4.0,3.0,7,4.0,3.0,3.0,15.0,3.0,2.0,1.0
2,3,4.0,4,115,3.0,6.0,268194.0,108.0,2.0,6.0,74276.0,69.0,30,3.0,3.0,4.0,69.0,66.0,5.0,35405.0,158,69.0,1.0,3.0,1.0,5.0,73.0,2.0,70.0,31069.0,3.0,3.0,4.0,10.0,70.0,2.0,69.0,4.0,3.0,66.0,3.0,2,3.0,2.0,1954.0,4.0,3.0,3,3.0,3.0,2.0,15.0,2.0,1.0,1.0
5,4,1.0,1,100,1.0,1.8777036048064084,268194.0,120.0,2.0,3.0,50000.0,80.0,70,3.0,4.0,3.0,80.0,70.0,5.0,0.0,160,70.0,1.0,1.0,1.0,5.0,50.0,3.0,70.0,3000.0,1.0,3.0,4.0,16.0,100.0,3.0,69.0,5.0,3.0,70.0,1.0,1,3.0,2.0,1944.0,4.0,4.0,3,1.0,3.0,3.0,16.0,4.0,1.0,6.0
4,4,4.0,4,130,2.0,4.0,50000.0,140.0,2.0,2.0,4000.0,80.0,70,2.0,4.0,4.0,80.0,80.0,3.0,2000.0,170,70.0,1.0,4.0,3.0,5.0,80.0,2.0,80.0,2000.0,2.0,4.0,5.0,2.0,80.0,2.0,80.0,4.0,3.0,80.0,4.0,1,1.0,1.0,1944.0,4.0,7.0,3,4.0,4.0,4.0,2.0,4.0,2.0,1.0
2,3,1.0,1,70,2.0,1.0,50000.0,80.0,2.0,4.0,4000.0,50.0,60,3.0,5.0,4.0,60.0,60.0,4.0,2000.0,150,60.0,1.0,2.0,1.0,5.0,50.0,2.0,30.0,400.0,1.0,3.0,1.0,2.0,70.0,3.0,50.0,1.0,3.0,60.0,3.0,2,3.0,4.0,1944.0,5.0,3.0,3,2.0,3.0,5.0,2.0,3.0,2.0,1.0
2,3,4.0,4,115,2.0,6.0,40000.0,63.0,2.0,3.0,20000.0,70.0,30,3.0,2.0,4.0,90.0,50.0,2.0,20000.0,165,80.0,1.0,2.0,1.0,5.0,80.0,3.0,80.0,0.0,4.0,4.0,5.0,2.0,70.0,3.0,70.0,2.0,1.0,50.0,3.0,1,4.0,1.0,1950.0,4.0,4.0,3,3.0,2.0,4.0,2.0,4.0,1.0,1.0
3,4,4.0,3,135,3.0,4.0,30000.0,60.0,2.0,1.0,74276.0,69.0,50,5.0,2.0,4.0,69.0,66.0,4.0,35405.0,170,69.0,1.0,3.0,2.0,4.0,73.0,1.0,70.0,31069.0,1.0,6.0,3.0,5.0,70.0,2.0,69.0,1.0,5.0,66.0,5.0,1,6.0,3.0,1944.0,4.0,5.0,3,2.0,1.0,5.0,1.0,5.0,1.0,1.0
2,3,3.0,5,130,3.0,5.0,15000.0,90.0,2.0,3.0,20000.0,10.0,40,3.0,3.0,3.0,20.0,10.0,2.0,20000.0,168,40.0,1.0,3.0,1.0,5.0,60.0,1.0,30.0,31069.0,2.0,6.0,4.0,1.0,30.0,2.0,20.0,4.0,2.0,20.0,2.0,1,4.0,1.0,1944.0,4.0,3.0,3,4.0,3.0,4.0,1.0,3.0,1.0,1.0
4,4,4.0,7,130,3.0,7.0,15000.0,90.0,2.0,1.0,13000.0,87.0,80,2.0,4.0,4.0,98.0,86.0,4.0,13000.0,170,86.0,1.0,3.0,3.0,1.0,80.0,1.0,84.0,31069.0,3.0,1.0,3.0,2.0,89.0,2.0,86.0,6.0,4.0,90.0,4.0,1,5.0,2.0,1916.0,4.0,2.0,7,3.0,4.0,5.0,2.0,4.0,3.0,1.0
4,3,2.0,5,90,3.0,5.0,10000.0,100.0,2.0,2.0,400.0,80.0,70,5.0,4.0,4.0,70.0,80.0,3.0,0.0,150,80.0,1.0,3.0,3.0,4.0,80.0,2.0,70.0,400.0,3.0,2.0,4.0,10.0,80.0,2.0,80.0,3.0,4.0,80.0,4.0,2,2.0,1.0,1910.0,4.0,5.0,3,2.0,3.0,4.0,2.0,3.0,2.0,1.0
4,4,2.0,2,155,2.0,2.8777036048064084,30000.0,300.0,2.0,5.0,80000.0,80.0,70,1.0,5.0,4.0,75.0,75.0,5.0,26000.0,160,75.0,1.0,3.0,1.0,1.0,85.0,1.0,80.0,31069.0,2.0,1.0,5.0,2.0,80.0,2.0,80.0,1.0,3.0,70.0,4.0,2,5.0,1.0,1944.0,4.0,1.0,7,5.0,3.0,5.0,2.0,3.0,1.0,1.0
3,3,2.0,1,180,2.0,1.8777036048064084,100000.0,60.0,2.0,2.0,50000.0,80.0,30,2.0,2.0,2.0,80.0,70.0,2.0,25000.0,174,80.0,1.0,3.0,3.0,5.0,80.0,2.0,60.0,25000.0,1.0,4.0,2.0,1.0,60.0,3.0,80.0,1.0,4.0,50.0,4.0,1,4.0,4.0,1951.0,4.0,4.0,4,3.0,3.0,3.0,2.0,4.0,1.0,1.0
4,4,5.0,1,146,3.0,1.0,20000.0,80.0,3.0,4.0,50000.0,85.0,60,2.0,4.0,4.0,85.0,70.0,1.0,840.0,170,85.0,1.0,5.0,4.0,1.0,80.0,2.0,65.0,31069.0,6.0,3.0,5.0,2.0,50.0,3.0,85.0,4.0,4.0,85.0,4.0,1,5.0,1.0,1929.0,4.0,2.0,6,4.0,1.0,2.0,2.0,2.0,1.0,1.0
2,5,2.0,5,105,3.0,5.0,100000.0,25.0,2.0,1.0,74276.0,60.0,70,3.0,3.0,3.0,60.0,60.0,2.0,80000.0,158,60.0,1.0,4.0,1.0,2.0,60.0,1.0,40.0,31069.0,5.0,10.0,4.0,1.0,60.0,2.0,60.0,5.0,4.0,60.0,3.0,2,5.0,1.0,1926.0,3.0,2.0,6,4.0,3.0,4.0,1.0,4.0,1.0,1.0
4,5,4.0,5,116,4.0,6.0,268194.0,98.0,2.0,1.0,50000.0,95.0,80,3.0,4.0,4.0,95.0,95.0,5.0,40000.0,156,95.0,1.0,4.0,1.0,5.0,95.0,1.0,95.0,31069.0,1.0,4.0,5.0,3.0,95.0,1.0,95.0,4.0,5.0,95.0,3.0,2,5.0,1.0,1944.0,3.0,4.0,7,1.0,3.0,5.0,4.0,5.0,2.0,1.0
3,5,5.0,5,113,3.0,5.0,268194.0,120.0,2.0,2.0,0.0,69.0,50,6.0,4.0,4.0,69.0,66.0,4.0,0.0,157,69.0,1.0,3.0,5.0,1.0,80.0,2.0,80.0,0.0,3.0,8.0,5.0,2.0,70.0,2.0,69.0,5.0,4.0,66.0,4.0,2,3.0,1.0,1942.0,4.0,6.0,3,3.0,3.0,5.0,2.0,4.0,2.0,1.0
4,4,4.0,5,120,3.0,5.0,30000.0,220.0,3.0,4.0,50000.0,70.0,30,2.0,4.0,4.0,70.0,60.0,3.0,5000.0,163,70.0,1.0,3.0,1.0,5.0,70.0,2.0,70.0,31069.0,3.0,4.0,4.0,2.0,70.0,2.0,70.0,4.0,4.0,60.0,4.0,1,5.0,2.0,1958.0,4.0,5.0,1,3.0,3.0,4.0,2.0,4.0,1.0,8.0
4,3,2.0,5,90,3.0,6.0,268194.0,100.0,2.0,3.0,30000.0,80.0,70,2.0,3.0,4.0,80.0,87.0,4.0,0.0,150,88.0,0.0,4.0,4.0,4.0,87.0,1.0,88.0,0.0,4.0,1.0,2.0,2.0,80.0,2.0,78.0,4.0,4.0,80.0,4.0,2,1.0,3.0,1944.0,4.0,2.0,3,2.0,3.0,4.0,2.0,4.0,2.0,1.0
2,3,2.0,3,90,2.0,3.0,268194.0,150.0,2.0,1.0,36000.0,70.0,70,3.0,5.0,3.0,70.0,60.0,5.0,0.0,150,60.0,1.0,1.0,1.0,5.0,60.0,2.0,60.0,31069.0,2.0,1.0,1.0,2.0,70.0,3.0,70.0,2.0,3.0,70.0,4.0,2,5.0,5.0,1944.0,4.0,4.0,7,1.0,3.0,4.0,2.0,4.0,1.0,1.0
4,2,3.0,5,112,2.0,5.0,30000.0,50.0,2.0,2.0,50000.0,50.0,40,1.0,4.0,4.0,60.0,80.0,1.0,10000.0,154,60.0,1.0,4.0,1.0,5.0,70.0,2.0,50.0,40000.0,5.0,4.0,5.0,2.0,60.0,2.0,60.0,5.0,4.0,60.0,5.0,2,4.0,1.0,1952.0,4.0,3.0,3,4.0,2.0,5.0,2.0,4.0,1.0,1.0
4,5,4.0,5,140,3.0,6.0,80000.0,120.0,2.0,2.0,80000.0,50.0,50,1.0,5.0,4.0,80.0,90.0,5.0,40000.0,168,80.0,1.0,3.0,1.0,5.0,80.0,1.0,80.0,40000.0,2.0,6.0,5.0,2.0,80.0,1.0,60.0,4.0,4.0,70.0,4.0,1,1.0,1.0,1936.0,5.0,1.0,3,3.0,4.0,5.0,2.0,3.0,1.0,1.0
4,4,4.0,5,120,2.0,5.0,268194.0,100.0,2.0,3.0,50000.0,70.0,40,2.0,5.0,4.0,80.0,80.0,5.0,0.0,164,80.0,1.0,4.0,1.0,5.0,80.0,1.0,60.0,50000.0,5.0,3.0,3.0,1.0,70.0,2.0,70.0,5.0,4.0,80.0,4.0,2,4.0,2.0,1944.0,3.0,2.0,3,4.0,3.0,4.0,2.0,4.0,1.0,1.0
2,3,4.0,5,120,3.0,6.0,50000.0,90.0,2.0,3.0,500000.0,20.0,30,3.0,4.0,5.0,20.0,60.0,3.0,0.0,160,50.0,1.0,4.0,1.0,1.0,80.0,2.0,50.0,50000.0,5.0,6.0,5.0,1.0,60.0,2.0,69.0,5.0,3.0,50.0,5.0,2,10.0,1.0,1947.0,4.0,4.0,3,4.0,3.0,5.0,2.0,5.0,2.0,1.0
3,5,4.0,7,150,3.0,7.0,200000.0,120.0,2.0,3.0,200000.0,70.0,40,4.0,2.0,3.0,70.0,70.0,4.0,100000.0,180,70.0,1.0,3.0,3.0,4.0,70.0,2.0,70.0,100000.0,6.0,12.0,3.0,1.0,70.0,2.0,70.0,7.0,3.0,70.0,3.0,1,13.0,4.0,1946.0,4.0,2.0,3,3.0,3.0,3.0,15.0,3.0,3.0,1.0
1,2,3.0,1,136,1.0,1.0,20000.0,300.0,3.0,4.0,15000.0,60.0,50,3.0,4.0,4.0,60.0,50.0,5.0,0.0,167,60.0,1.0,4.0,2.0,5.0,80.0,3.0,80.0,15000.0,1.0,4.0,5.0,1.0,60.0,3.0,50.0,5.0,3.0,60.0,4.0,2,3.0,1.0,1931.0,4.0,4.0,4,1.0,4.0,5.0,1.0,5.0,2.0,1.0
4,4,3.0,2,135,4.0,1.0,60000.0,40.0,3.0,1.0,36000.0,5.0,80,4.0,4.0,3.0,5.0,5.0,5.0,36000.0,158,5.0,1.0,5.0,1.0,5.0,5.0,2.0,5.0,31069.0,1.0,2.0,4.0,3.0,5.0,2.0,5.0,3.0,3.0,5.0,3.0,2,5.0,1.0,1944.0,5.0,7.0,7,2.0,3.0,4.0,4.0,4.0,2.0,1.0
3,2,3.0,2,140,2.0,4.0,50000.0,150.0,2.0,1.0,6000.0,50.0,50,2.0,5.0,4.0,70.0,40.0,3.0,6000.0,170,50.0,1.0,2.0,1.0,4.0,60.0,1.0,50.0,0.0,1.0,4.0,4.0,2.0,40.0,2.0,40.0,1.0,4.0,60.0,4.0,1,4.0,1.0,1935.0,3.0,3.0,3,3.0,3.0,5.0,2.0,4.0,1.0,1.0
4,4,4.0,5,110,3.0,5.0,100000.0,90.0,3.0,3.0,60000.0,87.0,40,6.0,4.0,4.0,85.0,80.0,2.0,18000.0,163,80.0,1.0,4.0,2.0,3.0,89.0,2.0,80.0,35000.0,5.0,6.0,5.0,1.0,75.0,2.0,70.0,5.0,3.0,79.0,4.0,2,6.0,1.0,1939.0,4.0,4.0,3,4.0,3.0,5.0,1.0,4.0,3.0,1.0
2,3,3.0,4,118,3.0,4.877703604806409,60000.0,58.0,3.0,2.0,84000.0,80.0,50,1.0,2.0,3.0,70.0,80.0,2.0,36000.0,161,70.0,1.0,2.0,3.0,5.0,80.0,3.0,70.0,57600.0,2.0,9.0,4.0,16.0,80.0,3.0,90.0,5.0,2.0,70.0,2.0,2,4.0,1.0,1944.0,3.0,3.0,3,3.0,1.0,3.0,16.0,2.0,1.0,1.0
5,2,2.0,3,68,3.0,3.0,10000.0,80.0,2.0,2.0,2000.0,60.0,70,1.0,5.0,3.0,60.0,70.0,5.0,0.0,150,70.0,1.0,3.0,1.0,2.0,80.0,2.0,70.0,2000.0,1.0,1.0,5.0,2.0,50.0,2.0,60.0,2.0,3.0,80.0,4.0,2,1.0,1.0,1944.0,5.0,3.0,3,3.0,4.0,5.0,2.0,4.0,1.0,8.0
4,3,3.0,5,140,3.0,5.877703604806409,268194.0,90.0,2.0,2.0,48000.0,90.0,60,3.0,4.0,4.0,90.0,90.0,2.0,24000.0,172,90.0,2.0,3.0,1.0,1.0,90.0,2.0,90.0,24000.0,5.0,4.0,5.0,3.0,90.0,2.0,90.0,5.0,2.0,90.0,4.0,1,4.0,1.0,1944.0,5.0,4.0,3,1.0,4.0,5.0,2.0,3.0,1.0,1.0
3,4,4.0,5,120,3.0,5.0,268194.0,80.0,2.0,2.0,74276.0,70.0,40,6.0,3.0,4.0,70.0,65.0,5.0,9600.0,163,70.0,1.0,2.0,1.0,4.0,75.0,3.0,75.0,31069.0,2.0,4.0,5.0,2.0,70.0,2.0,60.0,4.0,3.0,60.0,3.0,2,6.0,1.0,1948.0,3.0,5.0,3,2.0,2.0,4.0,2.0,3.0,1.0,1.0
4,4,4.0,5,150,3.0,3.0,100000.0,60.0,2.0,1.0,92400.0,90.0,60,6.0,4.0,4.0,85.0,90.0,4.0,60000.0,170,80.0,1.0,2.0,3.0,4.0,80.0,3.0,90.0,32400.0,2.0,6.0,4.0,8.0,90.0,2.0,95.0,3.0,4.0,90.0,4.0,1,7.0,2.0,1931.0,4.0,6.0,3,2.0,4.0,4.0,2.0,4.0,4.0,1.0
4,4,4.0,5,130,3.0,5.0,60000.0,300.0,3.0,7.0,50000.0,80.0,30,5.0,2.0,3.0,70.0,100.0,3.0,31000.0,175,80.0,1.0,2.0,3.0,3.0,90.0,2.0,80.0,20000.0,5.0,4.0,2.0,1.0,80.0,2.0,80.0,5.0,2.0,80.0,2.0,1,4.0,4.0,1957.0,4.0,4.0,3,2.0,4.0,4.0,1.0,4.0,2.0,1.0
2,4,5.0,8,130,2.0,7.0,80000.0,220.0,3.0,5.0,40000.0,20.0,50,3.0,4.0,4.0,60.0,50.0,4.0,20000.0,168,30.0,1.0,3.0,1.0,4.0,80.0,2.0,80.0,10000.0,6.0,6.0,4.0,1.0,10.0,2.0,50.0,9.0,3.0,50.0,4.0,2,6.0,1.0,1944.0,4.0,4.0,3,1.0,3.0,5.0,1.0,3.0,3.0,1.0
2,4,4.0,5,160,3.0,9.0,40000.0,120.0,2.0,4.0,40000.0,70.0,40,2.0,4.0,4.0,80.0,80.0,5.0,20000.0,175,80.0,1.0,3.0,1.0,5.0,90.0,1.0,70.0,10000.0,2.0,3.0,4.0,2.0,90.0,2.0,80.0,2.0,4.0,70.0,5.0,1,3.0,1.0,1945.0,4.0,3.0,3,4.0,4.0,5.0,2.0,4.0,5.0,1.0
2,4,4.0,6,110,3.0,7.0,100000.0,35.0,3.0,2.0,100000.0,10.0,30,5.0,3.0,3.0,20.0,20.0,1.0,40000.0,160,20.0,0.0,4.0,3.0,2.0,30.0,2.0,20.0,60000.0,5.0,12.0,3.0,1.0,20.0,3.0,20.0,3.0,4.0,30.0,5.0,2,12.0,3.0,1944.0,4.0,5.0,3,2.0,3.0,5.0,2.0,3.0,2.0,1.0
3,3,4.0,8,120,3.0,9.0,50000.0,100.0,2.0,4.0,20000.0,85.0,60,2.0,5.0,3.0,90.0,85.0,5.0,5000.0,165,75.0,1.0,2.0,1.0,3.0,88.0,1.0,80.0,31069.0,5.0,1.0,3.0,2.0,85.0,1.0,85.0,5.0,5.0,85.0,4.0,1,1.0,2.0,1944.0,4.0,2.0,3,2.0,3.0,4.0,2.0,4.0,1.0,1.0
2,3,2.0,5,120,3.0,7.0,40000.0,110.0,2.0,3.0,30000.0,30.0,50,3.0,4.0,4.0,40.0,30.0,5.0,20000.0,160,30.0,1.0,3.0,1.0,4.0,50.0,1.0,40.0,30000.0,3.0,1.0,4.0,2.0,20.0,2.0,20.0,4.0,3.0,30.0,4.0,2,4.0,1.0,1938.0,3.0,4.0,3,4.0,2.0,5.0,2.0,3.0,1.0,1.0
4,1,3.0,2,96,2.0,2.0,30000.0,20.0,3.0,1.0,15000.0,80.0,50,5.0,5.0,4.0,100.0,70.0,2.0,15000.0,169,70.0,1.0,3.0,5.0,2.0,90.0,1.0,90.0,31069.0,5.0,6.0,5.0,2.0,70.0,3.0,50.0,2.0,4.0,70.0,5.0,1,5.0,2.0,1933.0,4.0,5.0,1,2.0,4.0,5.0,2.0,4.0,4.0,1.0
3,4,5.0,5,95,3.0,8.0,60000.0,60.0,2.0,1.0,30000.0,40.0,20,3.0,1.0,3.0,40.0,50.0,2.0,30000.0,158,50.0,0.0,4.0,1.0,1.0,40.0,2.0,40.0,31069.0,4.0,4.0,5.0,9.0,40.0,2.0,40.0,5.0,5.0,40.0,5.0,2,5.0,1.0,1962.0,2.0,6.0,1,3.0,5.0,5.0,15.0,5.0,4.0,1.0
4,5,5.0,5,110,3.0,6.0,120000.0,37.0,2.0,3.0,74276.0,80.0,40,7.0,3.0,4.0,80.0,80.0,1.0,48000.0,160,80.0,1.0,4.0,2.0,2.0,80.0,1.0,80.0,31069.0,5.0,5.0,4.0,1.0,80.0,2.0,80.0,4.0,3.0,80.0,4.0,2,12.0,1.0,1961.0,2.0,2.0,3,4.0,2.0,4.0,1.0,4.0,2.0,1.0
2,4,5.0,6,120,4.0,9.0,70000.0,130.0,2.0,3.0,100000.0,60.0,40,1.0,5.0,4.0,60.0,50.0,4.0,30000.0,163,70.0,1.0,3.0,2.0,4.0,50.0,2.0,60.0,500000.0,2.0,4.0,5.0,1.0,80.0,1.0,50.0,4.0,4.0,50.0,5.0,2,4.0,1.0,1944.0,3.0,1.0,3,4.0,3.0,4.0,1.0,3.0,3.0,1.0
4,2,3.0,1,150,2.0,2.0,40000.0,17.0,2.0,3.0,5000.0,70.0,50,7.0,5.0,4.0,60.0,98.0,2.0,4000.0,165,80.0,1.0,2.0,1.0,1.0,80.0,3.0,75.0,0.0,3.0,3.0,3.0,2.0,70.0,2.0,75.0,1.0,1.0,65.0,1.0,1,3.0,4.0,1944.0,4.0,2.0,3,3.0,1.0,3.0,2.0,2.0,5.0,1.0
4,5,4.0,5,130,3.0,5.0,30000.0,100.0,3.0,4.0,50000.0,70.0,50,2.0,4.0,3.0,60.0,70.0,3.0,10000.0,165,80.0,1.0,3.0,2.0,3.0,70.0,2.0,70.0,30000.0,2.0,4.0,4.0,1.0,60.0,2.0,60.0,3.0,3.0,70.0,4.0,2,7.0,1.0,1941.0,3.0,2.0,3,3.0,2.0,4.0,1.0,4.0,1.0,1.0
4,4,4.0,5,125,3.0,6.0,70000.0,50.0,2.0,4.0,74000.0,80.0,30,7.0,3.0,4.0,80.0,80.0,4.0,50000.0,178,80.0,1.0,3.0,1.0,5.0,80.0,1.0,70.0,0.0,3.0,10.0,1.0,3.0,80.0,2.0,80.0,4.0,3.0,80.0,4.0,1,5.0,3.0,1964.0,4.0,5.0,3,2.0,3.0,4.0,1.0,4.0,1.0,1.0
